"","neighbourhood_name","species_name","count","proportion"
"778","HASTINGS-SUNRISE","STENOPTERA",1,9.48136910969944e-05
"779","HASTINGS-SUNRISE","STYRACIFLUA",164,0.0155494453399071
"780","HASTINGS-SUNRISE","SUBHIRTELLA",40,0.00379254764387978
"781","HASTINGS-SUNRISE","SYLVATICA",337,0.0319522138996871
"782","HASTINGS-SUNRISE","SYLVESTRIS",30,0.00284441073290983
"783","HASTINGS-SUNRISE","SYRIACA",35,0.0033184791883948
"784","HASTINGS-SUNRISE","TASHKENTENSIS",3,0.000284441073290983
"785","HASTINGS-SUNRISE","TATARICUM",3,0.000284441073290983
"786","HASTINGS-SUNRISE","THUNBERGII",2,0.000189627382193989
"787","HASTINGS-SUNRISE","THURINGIACA   X",1,9.48136910969944e-05
"788","HASTINGS-SUNRISE","TRANSITORIA",1,9.48136910969944e-05
"789","HASTINGS-SUNRISE","TRIACANTHOS",110,0.0104295060206694
"790","HASTINGS-SUNRISE","TRICHOCARPA",1,9.48136910969944e-05
"791","HASTINGS-SUNRISE","TRUNCATUM",107,0.0101450649473784
"792","HASTINGS-SUNRISE","TULIPIFERA",47,0.00445624348155874
"793","HASTINGS-SUNRISE","TYPHINA",3,0.000284441073290983
"794","HASTINGS-SUNRISE","VELUTINA",23,0.00218071489523087
"795","HASTINGS-SUNRISE","VIRGINIANA",15,0.00142220536645492
"796","HASTINGS-SUNRISE","VULGARIS",1,9.48136910969944e-05
"797","HASTINGS-SUNRISE","WATERERI  X",14,0.00132739167535792
"798","HASTINGS-SUNRISE","X WAREI",11,0.00104295060206694
"799","HASTINGS-SUNRISE","X YEDOENSIS",199,0.0188679245283019
"800","HASTINGS-SUNRISE","XX",115,0.0109035744761544
"801","HASTINGS-SUNRISE","YUNNANENSIS",1,9.48136910969944e-05
"802","HASTINGS-SUNRISE","ZUMI",128,0.0121361524604153
"803","KENSINGTON-CEDAR COTTAGE","ABIES",15,0.00135844955623981
"804","KENSINGTON-CEDAR COTTAGE","ACERIFOLIA   X",64,0.00579605143995653
"805","KENSINGTON-CEDAR COTTAGE","ACUTISSIMA",81,0.00733562760369498
"806","KENSINGTON-CEDAR COTTAGE","ALBA",1,9.05633037493208e-05
"807","KENSINGTON-CEDAR COTTAGE","ALNIFOLIA",13,0.00117732294874117
"808","KENSINGTON-CEDAR COTTAGE","AMERICANA",747,0.0676507879007426
"809","KENSINGTON-CEDAR COTTAGE","ANGUSTIFOLIA",8,0.000724506429994566
"810","KENSINGTON-CEDAR COTTAGE","ANTARTICA",2,0.000181126607498642
"811","KENSINGTON-CEDAR COTTAGE","AQUIFOLIUM",13,0.00117732294874117
"812","KENSINGTON-CEDAR COTTAGE","ARBOREUM",1,9.05633037493208e-05
"813","KENSINGTON-CEDAR COTTAGE","ARIA",64,0.00579605143995653
"814","KENSINGTON-CEDAR COTTAGE","ARNOLDIANA X",4,0.000362253214997283
"815","KENSINGTON-CEDAR COTTAGE","ATLANTICA",1,9.05633037493208e-05
"816","KENSINGTON-CEDAR COTTAGE","AUCUPARIA",24,0.0021735192899837
"817","KENSINGTON-CEDAR COTTAGE","AVIUM",62,0.00561492483245789
"818","KENSINGTON-CEDAR COTTAGE","BABYLONICA",3,0.000271689911247962
"819","KENSINGTON-CEDAR COTTAGE","BACCATA",18,0.00163013946748777
"820","KENSINGTON-CEDAR COTTAGE","BANKSIANA",3,0.000271689911247962
"821","KENSINGTON-CEDAR COTTAGE","BARBATUM",3,0.000271689911247962
"822","KENSINGTON-CEDAR COTTAGE","BETULUS",496,0.0449193986596631
"823","KENSINGTON-CEDAR COTTAGE","BIGNONIOIDES",1,9.05633037493208e-05
"824","KENSINGTON-CEDAR COTTAGE","BILOBA",9,0.000815069733743887
"825","KENSINGTON-CEDAR COTTAGE","BLIREANA",4,0.000362253214997283
"826","KENSINGTON-CEDAR COTTAGE","BUNGEI",1,9.05633037493208e-05
"827","KENSINGTON-CEDAR COTTAGE","CALLERYANA",136,0.0123166093099076
"828","KENSINGTON-CEDAR COTTAGE","CAMPESTRE",332,0.0300670168447745
"829","KENSINGTON-CEDAR COTTAGE","CANADENSIS",43,0.00389422206122079
"830","KENSINGTON-CEDAR COTTAGE","CAPPADOCICUM",26,0.00235464589748234
"831","KENSINGTON-CEDAR COTTAGE","CARNEA   X",41,0.00371309545372215
"832","KENSINGTON-CEDAR COTTAGE","CAROLINIANA",75,0.00679224778119906
"833","KENSINGTON-CEDAR COTTAGE","CARPINIFOLIA",16,0.00144901285998913
"834","KENSINGTON-CEDAR COTTAGE","CERASIFERA",557,0.0504437601883717
"835","KENSINGTON-CEDAR COTTAGE","CHINENSE",24,0.0021735192899837
"836","KENSINGTON-CEDAR COTTAGE","CIRCINATUM",3,0.000271689911247962
"837","KENSINGTON-CEDAR COTTAGE","COCCINEA",31,0.00280746241622894
"838","KENSINGTON-CEDAR COTTAGE","COLUMA",3,0.000271689911247962
"839","KENSINGTON-CEDAR COTTAGE","COLURNA",4,0.000362253214997283
"840","KENSINGTON-CEDAR COTTAGE","COMMUNIS",7,0.000633943126245245
"841","KENSINGTON-CEDAR COTTAGE","CONTORTA",1,9.05633037493208e-05
"842","KENSINGTON-CEDAR COTTAGE","CONTROVERSA",5,0.000452816518746604
"843","KENSINGTON-CEDAR COTTAGE","CORDATA",108,0.00978083680492664
"844","KENSINGTON-CEDAR COTTAGE","CRENATA",43,0.00389422206122079
"845","KENSINGTON-CEDAR COTTAGE","CRUS-GALLI",25,0.00226408259373302
"846","KENSINGTON-CEDAR COTTAGE","DECURRENS",3,0.000271689911247962
"847","KENSINGTON-CEDAR COTTAGE","DENUDATA",8,0.000724506429994566
"848","KENSINGTON-CEDAR COTTAGE","DEODARA",9,0.000815069733743887
"849","KENSINGTON-CEDAR COTTAGE","DIOICUS",1,9.05633037493208e-05
"850","KENSINGTON-CEDAR COTTAGE","DOUGLASII",34,0.00307915232747691
"851","KENSINGTON-CEDAR COTTAGE","EUCHLORA   X",321,0.029070820503532
"852","KENSINGTON-CEDAR COTTAGE","EXCELSIOR",190,0.0172070277123709
"853","KENSINGTON-CEDAR COTTAGE","FLORIBUNDA",112,0.0101430900199239
"854","KENSINGTON-CEDAR COTTAGE","FLORIDA",9,0.000815069733743887
"855","KENSINGTON-CEDAR COTTAGE","FORTUNEI",1,9.05633037493208e-05
"856","KENSINGTON-CEDAR COTTAGE","FRAINETTO",1,9.05633037493208e-05
"857","KENSINGTON-CEDAR COTTAGE","FREEMANI   X",330,0.0298858902372759
"858","KENSINGTON-CEDAR COTTAGE","GIGANTEUM",2,0.000181126607498642
"859","KENSINGTON-CEDAR COTTAGE","GINNALA",97,0.00878464046368412
"860","KENSINGTON-CEDAR COTTAGE","GLABRUM",2,0.000181126607498642
"861","KENSINGTON-CEDAR COTTAGE","GLAUCA",3,0.000271689911247962
"862","KENSINGTON-CEDAR COTTAGE","GLYPTOSTROBOIDES",17,0.00153957616373845
"863","KENSINGTON-CEDAR COTTAGE","GRANDIFLORA",3,0.000271689911247962
"864","KENSINGTON-CEDAR COTTAGE","GRANDIFLORA X",2,0.000181126607498642
"865","KENSINGTON-CEDAR COTTAGE","GRANDIS",20,0.00181126607498642
"866","KENSINGTON-CEDAR COTTAGE","GRISEUM",42,0.00380365875747147
"867","KENSINGTON-CEDAR COTTAGE","HETEROPHYLLA",14,0.00126788625249049
"868","KENSINGTON-CEDAR COTTAGE","HIPPOCASTANUM",169,0.0153051983336352
"869","KENSINGTON-CEDAR COTTAGE","HUPEHENSIS",2,0.000181126607498642
"870","KENSINGTON-CEDAR COTTAGE","INVOLUCRATA",12,0.00108675964499185
"871","KENSINGTON-CEDAR COTTAGE","JACQUEMONTII",3,0.000271689911247962
"872","KENSINGTON-CEDAR COTTAGE","JAPONICA",148,0.0134033689548995
"873","KENSINGTON-CEDAR COTTAGE","JAPONICUM",114,0.0103242166274226
"874","KENSINGTON-CEDAR COTTAGE","KEWENSIS X",5,0.000452816518746604
"875","KENSINGTON-CEDAR COTTAGE","KOBUS",256,0.0231842057598261
"876","KENSINGTON-CEDAR COTTAGE","KOUSA",41,0.00371309545372215
"877","KENSINGTON-CEDAR COTTAGE","LAVALLEI  X",147,0.0133128056511502
"878","KENSINGTON-CEDAR COTTAGE","LAWSONIANA",44,0.00398478536497011
"879","KENSINGTON-CEDAR COTTAGE","LILIIFLORA",1,9.05633037493208e-05
"880","KENSINGTON-CEDAR COTTAGE","LUSITANICA",1,9.05633037493208e-05
"881","KENSINGTON-CEDAR COTTAGE","LUTEA",1,9.05633037493208e-05
"882","KENSINGTON-CEDAR COTTAGE","MAACKII",1,9.05633037493208e-05
"883","KENSINGTON-CEDAR COTTAGE","MACROCARPA",2,0.000181126607498642
"884","KENSINGTON-CEDAR COTTAGE","MACROPHYLLUM",16,0.00144901285998913
"885","KENSINGTON-CEDAR COTTAGE","MATSUDANA",3,0.000271689911247962
"886","KENSINGTON-CEDAR COTTAGE","MENZIESII",94,0.00851295055243615
"887","KENSINGTON-CEDAR COTTAGE","MOLLIS",2,0.000181126607498642
"888","KENSINGTON-CEDAR COTTAGE","MONADELPHA",5,0.000452816518746604
"889","KENSINGTON-CEDAR COTTAGE","MONOGYNA",2,0.000181126607498642
"890","KENSINGTON-CEDAR COTTAGE","MORDENSIS",71,0.00642999456620178
"891","KENSINGTON-CEDAR COTTAGE","NEGUNDO",8,0.000724506429994566
"892","KENSINGTON-CEDAR COTTAGE","NIGRA",27,0.00244520920123166
"893","KENSINGTON-CEDAR COTTAGE","NIGRUM",2,0.000181126607498642
"894","KENSINGTON-CEDAR COTTAGE","NOBILIS",1,9.05633037493208e-05
"895","KENSINGTON-CEDAR COTTAGE","NOOTKATENSIS",6,0.000543379822495925
"896","KENSINGTON-CEDAR COTTAGE","NUTTALLII",22,0.00199239268248506
"897","KENSINGTON-CEDAR COTTAGE","OBASSIA",9,0.000815069733743887
"898","KENSINGTON-CEDAR COTTAGE","OBTUSA",1,9.05633037493208e-05
"899","KENSINGTON-CEDAR COTTAGE","OCCIDENTALIS",38,0.00344140554247419
"900","KENSINGTON-CEDAR COTTAGE","OFFICINALIS",3,0.000271689911247962
"901","KENSINGTON-CEDAR COTTAGE","OMORIKA",1,9.05633037493208e-05
"902","KENSINGTON-CEDAR COTTAGE","ORIENTALIS",1,9.05633037493208e-05
"903","KENSINGTON-CEDAR COTTAGE","ORNUS",176,0.0159391414598805
"904","KENSINGTON-CEDAR COTTAGE","OXYACANTHA",39,0.00353196884622351
"905","KENSINGTON-CEDAR COTTAGE","OXYCARPA",124,0.0112298496649158
"906","KENSINGTON-CEDAR COTTAGE","PALMATUM",119,0.0107770331461692
"907","KENSINGTON-CEDAR COTTAGE","PALUSTRIS",73,0.00661112117370042
"908","KENSINGTON-CEDAR COTTAGE","PAPYRIFERA",31,0.00280746241622894
"909","KENSINGTON-CEDAR COTTAGE","PENDULA",36,0.00326027893497555
"910","KENSINGTON-CEDAR COTTAGE","PENNSYLVANICA",250,0.0226408259373302
"911","KENSINGTON-CEDAR COTTAGE","PENNSYLVANICUM",11,0.000996196341242529
"912","KENSINGTON-CEDAR COTTAGE","PERSICA",116,0.0105053432349212
"913","KENSINGTON-CEDAR COTTAGE","PHAENOPYRUM",53,0.004799855098714
"914","KENSINGTON-CEDAR COTTAGE","PHELLOS",22,0.00199239268248506
"915","KENSINGTON-CEDAR COTTAGE","PISIFERA",2,0.000181126607498642
"916","KENSINGTON-CEDAR COTTAGE","PLATANOIDES",676,0.0612207933345408
"917","KENSINGTON-CEDAR COTTAGE","PLICATA",145,0.0131316790436515
"918","KENSINGTON-CEDAR COTTAGE","PONDEROSA",1,9.05633037493208e-05
"919","KENSINGTON-CEDAR COTTAGE","POPULIFOLIA",5,0.000452816518746604
"920","KENSINGTON-CEDAR COTTAGE","PSEUDOACACIA",60,0.00543379822495925
"921","KENSINGTON-CEDAR COTTAGE","PSEUDOCAMELLIA",13,0.00117732294874117
"922","KENSINGTON-CEDAR COTTAGE","PSEUDOPLATANUS",79,0.00715450099619634
"923","KENSINGTON-CEDAR COTTAGE","PSEUDOSIEBOLDIANUM",1,9.05633037493208e-05
"924","KENSINGTON-CEDAR COTTAGE","PUMILA",34,0.00307915232747691
"925","KENSINGTON-CEDAR COTTAGE","PUNGENS",7,0.000633943126245245
"926","KENSINGTON-CEDAR COTTAGE","PURSHIANA",10,0.000905633037493208
"927","KENSINGTON-CEDAR COTTAGE","REGIA",3,0.000271689911247962
"928","KENSINGTON-CEDAR COTTAGE","RETICULATA",84,0.00760731751494294
"929","KENSINGTON-CEDAR COTTAGE","ROBUR",91,0.00824126064118819
"930","KENSINGTON-CEDAR COTTAGE","RUBRA",129,0.0116826661836624
"931","KENSINGTON-CEDAR COTTAGE","RUBRUM",558,0.050534323492121
"932","KENSINGTON-CEDAR COTTAGE","SACCHARINUM",29,0.0026263358087303
"933","KENSINGTON-CEDAR COTTAGE","SACCHARUM",11,0.000996196341242529
"934","KENSINGTON-CEDAR COTTAGE","SALICINA",15,0.00135844955623981
"935","KENSINGTON-CEDAR COTTAGE","SARGENTII",18,0.00163013946748777
"936","KENSINGTON-CEDAR COTTAGE","SATIVA",11,0.000996196341242529
"937","KENSINGTON-CEDAR COTTAGE","SERRATA",5,0.000452816518746604
"938","KENSINGTON-CEDAR COTTAGE","SERRULA",1,9.05633037493208e-05
"939","KENSINGTON-CEDAR COTTAGE","SERRULATA",1002,0.0907444303568194
"940","KENSINGTON-CEDAR COTTAGE","SIEBOLDII",3,0.000271689911247962
"941","KENSINGTON-CEDAR COTTAGE","SITCHENSIS",31,0.00280746241622894
"942","KENSINGTON-CEDAR COTTAGE","SPECIES",106,0.009599710197428
"943","KENSINGTON-CEDAR COTTAGE","SPECIOSA",1,9.05633037493208e-05
"944","KENSINGTON-CEDAR COTTAGE","STYRACIFLUA",63,0.00570548813620721
"945","KENSINGTON-CEDAR COTTAGE","SUBHIRTELLA",21,0.00190182937873574
"946","KENSINGTON-CEDAR COTTAGE","SYLVATICA",509,0.0460967216084043
"947","KENSINGTON-CEDAR COTTAGE","SYLVESTRIS",9,0.000815069733743887
"948","KENSINGTON-CEDAR COTTAGE","SYRIACA",12,0.00108675964499185
"949","KENSINGTON-CEDAR COTTAGE","TREMULOIDES",18,0.00163013946748777
"950","KENSINGTON-CEDAR COTTAGE","TRIACANTHOS",61,0.00552436152870857
"951","KENSINGTON-CEDAR COTTAGE","TRICHOCARPA",2,0.000181126607498642
"952","KENSINGTON-CEDAR COTTAGE","TRUNCATUM",79,0.00715450099619634
"953","KENSINGTON-CEDAR COTTAGE","TULIPIFERA",60,0.00543379822495925
"954","KENSINGTON-CEDAR COTTAGE","TYPHINA",1,9.05633037493208e-05
"955","KENSINGTON-CEDAR COTTAGE","VELUTINA",2,0.000181126607498642
"956","KENSINGTON-CEDAR COTTAGE","VIRGINIANA",31,0.00280746241622894
"957","KENSINGTON-CEDAR COTTAGE","VULGARIS",2,0.000181126607498642
"958","KENSINGTON-CEDAR COTTAGE","WATERERI  X",15,0.00135844955623981
"959","KENSINGTON-CEDAR COTTAGE","X YEDOENSIS",127,0.0115015395761637
"960","KENSINGTON-CEDAR COTTAGE","XX",114,0.0103242166274226
"961","KENSINGTON-CEDAR COTTAGE","ZUMI",137,0.0124071726136569
"962","KERRISDALE","ABIES",5,0.000720876585928489
"963","KERRISDALE","ACERIFOLIA   X",59,0.00850634371395617
"964","KERRISDALE","ACUMINATA",2,0.000288350634371396
"965","KERRISDALE","ACUTISSIMA",8,0.00115340253748558
"966","KERRISDALE","ALBA",1,0.000144175317185698
"967","KERRISDALE","ALNIFOLIA",3,0.000432525951557093
"968","KERRISDALE","AMERICANA",340,0.0490196078431373
"969","KERRISDALE","AQUIFOLIUM",13,0.00187427912341407
"970","KERRISDALE","ARBOREUM",1,0.000144175317185698
"971","KERRISDALE","ARIA",19,0.00273933102652826
"972","KERRISDALE","ARNOLDIANA X",1,0.000144175317185698
"973","KERRISDALE","ASCENDENS",5,0.000720876585928489
"974","KERRISDALE","ATLANTICA",1,0.000144175317185698
"975","KERRISDALE","AUCUPARIA",28,0.00403690888119954
"976","KERRISDALE","AVELLANA",7,0.00100922722029988
"977","KERRISDALE","AVIUM",21,0.00302768166089965
"978","KERRISDALE","BABYLONICA",9,0.00129757785467128
"979","KERRISDALE","BACCATA",4,0.000576701268742791
"980","KERRISDALE","BALSAMEA",1,0.000144175317185698
"981","KERRISDALE","BETULUS",84,0.0121107266435986
"982","KERRISDALE","BIGNONIOIDES",5,0.000720876585928489
"983","KERRISDALE","BILOBA",3,0.000432525951557093
"984","KERRISDALE","BLIREANA",4,0.000576701268742791
"985","KERRISDALE","CALLERYANA",14,0.00201845444059977
"986","KERRISDALE","CAMPESTRE",70,0.0100922722029988
"987","KERRISDALE","CANADENSIS",9,0.00129757785467128
"988","KERRISDALE","CAPPADOCICUM",28,0.00403690888119954
"989","KERRISDALE","CARNEA   X",5,0.000720876585928489
"990","KERRISDALE","CAROLINIANA",6,0.000865051903114187
"991","KERRISDALE","CERASIFERA",632,0.091118800461361
"992","KERRISDALE","CIRCINATUM",1,0.000144175317185698
"993","KERRISDALE","COCCINEA",39,0.00562283737024221
"994","KERRISDALE","COMMUNIS",1,0.000144175317185698
"995","KERRISDALE","CONTORTA",3,0.000432525951557093
"996","KERRISDALE","CONTROVERSA",3,0.000432525951557093
"997","KERRISDALE","CORDATA",25,0.00360438292964245
"998","KERRISDALE","CRENATA",2,0.000288350634371396
"999","KERRISDALE","CRUS-GALLI",3,0.000432525951557093
"1000","KERRISDALE","DENUDATA",12,0.00173010380622837
"1001","KERRISDALE","DEODARA",3,0.000432525951557093
"1002","KERRISDALE","DOUGLASII",13,0.00187427912341407
"1003","KERRISDALE","EUCHLORA   X",115,0.0165801614763552
"1004","KERRISDALE","EXCELSIOR",78,0.0112456747404844
"1005","KERRISDALE","FLORIBUNDA",122,0.0175893886966551
"1006","KERRISDALE","FLORIDA",59,0.00850634371395617
"1007","KERRISDALE","FRAINETTO",11,0.00158592848904268
"1008","KERRISDALE","FREEMANI   X",100,0.0144175317185698
"1009","KERRISDALE","GLYPTOSTROBOIDES",11,0.00158592848904268
"1010","KERRISDALE","GRANDIFLORA",8,0.00115340253748558
"1011","KERRISDALE","GRANDIFLORA X",6,0.000865051903114187
"1012","KERRISDALE","GRANDIS",5,0.000720876585928489
"1013","KERRISDALE","GRISEUM",14,0.00201845444059977
"1014","KERRISDALE","HETEROPHYLLA",2,0.000288350634371396
"1015","KERRISDALE","HIPPOCASTANUM",124,0.0178777393310265
"1016","KERRISDALE","INVOLUCRATA",13,0.00187427912341407
"1017","KERRISDALE","JACQUEMONTII",16,0.00230680507497117
"1018","KERRISDALE","JAPONICA",72,0.0103806228373702
"1019","KERRISDALE","JAPONICUM",174,0.0250865051903114
"1020","KERRISDALE","KEWENSIS X",8,0.00115340253748558
"1021","KERRISDALE","KOBUS",211,0.0304209919261822
"1022","KERRISDALE","KOREANA",3,0.000432525951557093
"1023","KERRISDALE","KOUSA",61,0.00879469434832757
"1024","KERRISDALE","LAVALLEI  X",8,0.00115340253748558
"1025","KERRISDALE","LAWSONIANA",19,0.00273933102652826
"1026","KERRISDALE","LUSITANICA",6,0.000865051903114187
"1027","KERRISDALE","MAACKII",1,0.000144175317185698
"1028","KERRISDALE","MACROCARPA",1,0.000144175317185698
"1029","KERRISDALE","MACROPHYLLUM",81,0.0116782006920415
"1030","KERRISDALE","MENZIESII",32,0.00461361014994233
"1031","KERRISDALE","MERTENSIANA",2,0.000288350634371396
"1032","KERRISDALE","MONADELPHA",1,0.000144175317185698
"1033","KERRISDALE","MORDENSIS",20,0.00288350634371396
"1034","KERRISDALE","NEGUNDO",4,0.000576701268742791
"1035","KERRISDALE","NIGRA",33,0.00475778546712803
"1036","KERRISDALE","NIGRUM",22,0.00317185697808535
"1037","KERRISDALE","NOOTKATENSIS",1,0.000144175317185698
"1038","KERRISDALE","NUTTALLII",36,0.00519031141868512
"1039","KERRISDALE","OBASSIA",2,0.000288350634371396
"1040","KERRISDALE","OCCIDENTALIS",2,0.000288350634371396
"1041","KERRISDALE","ORNUS",17,0.00245098039215686
"1042","KERRISDALE","OXYACANTHA",29,0.00418108419838524
"1043","KERRISDALE","OXYCARPA",4,0.000576701268742791
"1044","KERRISDALE","PALMATUM",8,0.00115340253748558
"1045","KERRISDALE","PALUSTRIS",158,0.0227797001153403
"1046","KERRISDALE","PAPYRIFERA",7,0.00100922722029988
"1047","KERRISDALE","PENDULA",193,0.0278258362168397
"1048","KERRISDALE","PENNSYLVANICA",68,0.00980392156862745
"1049","KERRISDALE","PERSICA",67,0.00965974625144175
"1050","KERRISDALE","PHAENOPYRUM",11,0.00158592848904268
"1051","KERRISDALE","PHELLOS",22,0.00317185697808535
"1052","KERRISDALE","PISIFERA",1,0.000144175317185698
"1053","KERRISDALE","PLATANOIDES",1067,0.15383506343714
"1054","KERRISDALE","PLICATA",74,0.0106689734717416
"1055","KERRISDALE","POPULIFOLIA",18,0.00259515570934256
"1056","KERRISDALE","PROCERA",24,0.00346020761245675
"1057","KERRISDALE","PSEUDOACACIA",50,0.00720876585928489
"1058","KERRISDALE","PSEUDOCAMELLIA",3,0.000432525951557093
"1059","KERRISDALE","PSEUDOPLATANUS",69,0.00994809688581315
"1060","KERRISDALE","PUMILA",13,0.00187427912341407
"1061","KERRISDALE","PUNGENS",3,0.000432525951557093
"1062","KERRISDALE","REGIA",5,0.000720876585928489
"1063","KERRISDALE","RETICULATA",15,0.00216262975778547
"1064","KERRISDALE","ROBUR",35,0.00504613610149942
"1065","KERRISDALE","RUBRA",13,0.00187427912341407
"1066","KERRISDALE","RUBRUM",293,0.0422433679354095
"1067","KERRISDALE","RUGOSA",3,0.000432525951557093
"1068","KERRISDALE","SACCHARINUM",14,0.00201845444059977
"1069","KERRISDALE","SACCHARUM",2,0.000288350634371396
"1070","KERRISDALE","SALICINA",2,0.000288350634371396
"1071","KERRISDALE","SARGENTII",11,0.00158592848904268
"1072","KERRISDALE","SATIVA",1,0.000144175317185698
"1073","KERRISDALE","SERRATA",41,0.00591118800461361
"1074","KERRISDALE","SERRULATA",716,0.10322952710496
"1075","KERRISDALE","SIEBOLDII",11,0.00158592848904268
"1076","KERRISDALE","SOULANGEANA  X",2,0.000288350634371396
"1077","KERRISDALE","SPECIES",61,0.00879469434832757
"1078","KERRISDALE","SPECIOSA",24,0.00346020761245675
"1079","KERRISDALE","SPECTABILIS",3,0.000432525951557093
"1080","KERRISDALE","STYRACIFLUA",35,0.00504613610149942
"1081","KERRISDALE","SUBHIRTELLA",17,0.00245098039215686
"1082","KERRISDALE","SYLVATICA",116,0.0167243367935409
"1083","KERRISDALE","SYLVESTRIS",8,0.00115340253748558
"1084","KERRISDALE","SYRIACA",13,0.00187427912341407
"1085","KERRISDALE","TRIACANTHOS",74,0.0106689734717416
"1086","KERRISDALE","TRICHOCARPA",6,0.000865051903114187
"1087","KERRISDALE","TRUNCATUM",115,0.0165801614763552
"1088","KERRISDALE","TULIPIFERA",5,0.000720876585928489
"1089","KERRISDALE","ULMOIDES",1,0.000144175317185698
"1090","KERRISDALE","VEITCHII   X",1,0.000144175317185698
"1091","KERRISDALE","VELUTINA",4,0.000576701268742791
"1092","KERRISDALE","VERTICILLATA",1,0.000144175317185698
"1093","KERRISDALE","VIRGINIANA",17,0.00245098039215686
"1094","KERRISDALE","X BIMUNDORUM",4,0.000576701268742791
"1095","KERRISDALE","X YEDOENSIS",162,0.023356401384083
"1096","KERRISDALE","XX",130,0.0187427912341407
"1097","KERRISDALE","YUNNANENSIS",2,0.000288350634371396
"1098","KERRISDALE","ZENII",1,0.000144175317185698
"1099","KERRISDALE","ZUMI",89,0.0128316032295271
"1100","KILLARNEY","ABIES",4,0.000650618087182824
"1101","KILLARNEY","ACERIFOLIA   X",57,0.00927130774235524
"1102","KILLARNEY","ACUTISSIMA",8,0.00130123617436565
"1103","KILLARNEY","ALNIFOLIA",2,0.000325309043591412
"1104","KILLARNEY","AMERICANA",206,0.0335068314899154
"1105","KILLARNEY","AQUIFOLIUM",1,0.000162654521795706
"1106","KILLARNEY","ARAUCANA",2,0.000325309043591412
"1107","KILLARNEY","ARGUTUM",2,0.000325309043591412
"1108","KILLARNEY","ARIA",35,0.00569290826284971
"1109","KILLARNEY","AUCUPARIA",2,0.000325309043591412
"1110","KILLARNEY","AVIUM",62,0.0100845803513338
"1111","KILLARNEY","BABYLONICA",2,0.000325309043591412
"1112","KILLARNEY","BETULUS",328,0.0533506831489915
"1113","KILLARNEY","BILOBA",13,0.00211450878334418
"1114","KILLARNEY","BLIREANA",2,0.000325309043591412
"1115","KILLARNEY","BUNGEI",7,0.00113858165256994
"1116","KILLARNEY","CALLERYANA",55,0.00894599869876383
"1117","KILLARNEY","CAMPESTRE",87,0.0141509433962264
"1118","KILLARNEY","CANADENSIS",38,0.00618087182823682
"1119","KILLARNEY","CAPPADOCICUM",10,0.00162654521795706
"1120","KILLARNEY","CARNEA   X",1,0.000162654521795706
"1121","KILLARNEY","CAROLINIANA",49,0.00797007156798959
"1122","KILLARNEY","CERASIFERA",522,0.0849056603773585
"1123","KILLARNEY","CIRCINATUM",49,0.00797007156798959
"1124","KILLARNEY","COCCINEA",1,0.000162654521795706
"1125","KILLARNEY","COLURNA",6,0.000975927130774236
"1126","KILLARNEY","CONTORTA",2,0.000325309043591412
"1127","KILLARNEY","CONTROVERSA",5,0.00081327260897853
"1128","KILLARNEY","CORDATA",34,0.005530253741054
"1129","KILLARNEY","DENUDATA",3,0.000487963565387118
"1130","KILLARNEY","DEODARA",1,0.000162654521795706
"1131","KILLARNEY","DIOICUS",5,0.00081327260897853
"1132","KILLARNEY","DOMESTICA",1,0.000162654521795706
"1133","KILLARNEY","DOUGLASII",7,0.00113858165256994
"1134","KILLARNEY","EUCHLORA   X",676,0.109954456733897
"1135","KILLARNEY","EUROPAEA   X",16,0.00260247234873129
"1136","KILLARNEY","EXCELSIOR",38,0.00618087182823682
"1137","KILLARNEY","FLORIBUNDA",10,0.00162654521795706
"1138","KILLARNEY","FLORIDA",4,0.000650618087182824
"1139","KILLARNEY","FRAINETTO",7,0.00113858165256994
"1140","KILLARNEY","FREEMANI   X",276,0.0448926480156148
"1141","KILLARNEY","GLAUCA",1,0.000162654521795706
"1142","KILLARNEY","GLUTINOSA",1,0.000162654521795706
"1143","KILLARNEY","GLYPTOSTROBOIDES",58,0.00943396226415094
"1144","KILLARNEY","GRANDIFLORA X",3,0.000487963565387118
"1145","KILLARNEY","GRISEUM",8,0.00130123617436565
"1146","KILLARNEY","HETEROPHYLLA",2,0.000325309043591412
"1147","KILLARNEY","HIPPOCASTANUM",3,0.000487963565387118
"1148","KILLARNEY","INVOLUCRATA",1,0.000162654521795706
"1149","KILLARNEY","JAPONICA",33,0.0053675992192583
"1150","KILLARNEY","JAPONICUM",114,0.0185426154847105
"1151","KILLARNEY","KEWENSIS X",10,0.00162654521795706
"1152","KILLARNEY","KOBUS",132,0.0214703968770332
"1153","KILLARNEY","KOUSA",79,0.0128497072218608
"1154","KILLARNEY","LATIFOLIA",7,0.00113858165256994
"1155","KILLARNEY","LAVALLEI  X",39,0.00634352635003253
"1156","KILLARNEY","LAWSONIANA",14,0.00227716330513988
"1157","KILLARNEY","MACROPHYLLUM",7,0.00113858165256994
"1158","KILLARNEY","MAXIMA",1,0.000162654521795706
"1159","KILLARNEY","MENZIESII",39,0.00634352635003253
"1160","KILLARNEY","MONOGYNA",2,0.000325309043591412
"1161","KILLARNEY","MORDENSIS",11,0.00178919973975277
"1162","KILLARNEY","NEGUNDO",7,0.00113858165256994
"1163","KILLARNEY","NIGRA",13,0.00211450878334418
"1164","KILLARNEY","NUTTALLII",80,0.0130123617436565
